SMILES,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(Br)cc3)CC1)c(=O)n2C,"CHEMBL3924059",1127,Done,6.2,-3.02696,"glide_grid_1X70",-5.21956,-0.729186,-0.401412,-0,-0.492908,-35.3571,-12.1942,0.259846,-0.258918,-66.0002,-47.5513,11.1355
C/C=C/Cn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CC(=O)c1ccccc1NC(=O)C(C)C)c(=O)n2C,"CHEMBL3926493",1128,Done,6.5,-4.34519,"glide_grid_1X70",-4.34769,0,-0.555306,-0,-0.567574,-31.9019,-13.6008,0.602349,-0.191936,-63.3849,-45.5027,0.460271
CC#CCn1c(N2CCC[NH2+]CC2)nc2c1c(=O)n(CCC[NH+]1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,"CHEMBL3927979",1129,Done,7.62,-4.48975,"glide_grid_1X70",-4.54095,-0.505294,-0.247854,-0,-0.26135,-35.4125,-14.585,0.661124,-0.229206,-67.0764,-49.9974,6.47262
CC#CCn1c(N2CCC[NH2+]CC2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,"CHEMBL3927979",1130,Done,8.02,-3.28225,"glide_grid_1X70",-5.09345,-0.409472,-0.607478,-0,-0.454699,-30.1193,-17.6716,0.663447,-0.128549,-62.2861,-47.7909,11.1778
CC#CCn1c(N2CCCNCC2)nc2c1c(=O)n(CCC[NH+]1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,"CHEMBL3927979",1131,Done,10.16,1.25819,"glide_grid_1X70",-0.745106,-0.13156,-0.0352069,-0,0.000177186,-12.6407,-3.33363,0.663447,-0.109882,-13.7632,-15.9744,8.62625
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,"CHEMBL3929627",1132,Done,6.13,-5.78073,"glide_grid_1X70",-5.82853,-0.673351,-0.4,-0,-0.988738,-33.2989,-15.7816,0.43374,-0.168005,-67.0805,-49.0805,13.396
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CC[NH+]1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,"CHEMBL3929627",1133,Done,6.54,-4.11146,"glide_grid_1X70",-5.62686,-0.348361,-0.535065,-0,-0.529588,-31.0856,-18.8619,0.432183,-0.262472,-72.9946,-49.9474,5.58945
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(Cc1nc(C(F)(F)F)cc3ccccc13)c(=O)n2C,"CHEMBL3931178",1134,Done,4.02,-4.74998,"glide_grid_1X70",-4.75248,0,-0.417842,-0,-0.797195,-35.4964,-11.6663,0.371335,-0.384011,-63.7821,-47.1627,6.69932
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCC[NH+]1CCC(C(=O)OCCC)CC1)c(=O)n2C,"CHEMBL3933623",1135,Done,7.8,-5.6733,"glide_grid_1X70",-5.7026,-0.714995,-0.660281,-0,-0.224999,-31.8251,-20.195,0.734582,-0.21641,-70.6061,-52.0201,15.5891
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OCCC)CC1)c(=O)n2C,"CHEMBL3933623",1136,Done,7.38,-2.97237,"glide_grid_1X70",-4.76777,-0.358001,-0.560465,-0,-0.66605,-30.5727,-13.2792,0.516014,-0.178762,-59.0246,-43.8518,7.14923
